<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.04.04	12:00:00	1.08617	1.08703	1.08506	1.08697	6541	0	0
2024.04.04	16:00:00	1.08697	1.08764	1.08579	1.08587	7555	0	0
2024.04.04	20:00:00	1.08587	1.08618	1.08315	1.08362	8258	0	0
2024.04.05	00:00:00	1.08361	1.08439	1.08229	1.08415	5321	0	0
2024.04.05	04:00:00	1.08415	1.08432	1.08233	1.08263	3467	0	0
2024.04.05	08:00:00	1.08263	1.08463	1.08224	1.08375	6665	0	0
2024.04.05	12:00:00	1.08373	1.08479	1.08003	1.08092	8971	0	0
2024.04.05	16:00:00	1.08095	1.08443	1.07912	1.08356	13588	0	0
2024.04.05	20:00:00	1.08356	1.08389	1.08307	1.08363	5208	0	0
2024.04.08	00:00:00	1.08370	1.08375	1.08230	1.08271	3626	0	0
2024.04.08	04:00:00	1.08270	1.08432	1.08269	1.08320	4362	0	0
2024.04.08	08:00:00	1.08322	1.08377	1.08222	1.08234	7619	0	0
2024.04.08	12:00:00	1.08234	1.08356	1.08209	1.08342	6633	0	0
2024.04.08	16:00:00	1.08344	1.08590	1.08344	1.08500	9414	0	0
2024.04.08	20:00:00	1.08500	1.08622	1.08493	1.08585	3867	0	0
2024.04.09	00:00:00	1.08582	1.08634	1.08471	1.08586	2713	0	0
2024.04.09	04:00:00	1.08587	1.08622	1.08539	1.08564	3079	0	0
2024.04.09	08:00:00	1.08565	1.08626	1.08492	1.08575	5215	0	0
2024.04.09	12:00:00	1.08575	1.08839	1.08564	1.08805	6546	0	0
2024.04.09	16:00:00	1.08807	1.08850	1.08521	1.08545	9943	0	0
2024.04.09	20:00:00	1.08543	1.08587	1.08477	1.08563	4060	0	0
2024.04.10	00:00:00	1.08558	1.08597	1.08523	1.08572	3028	0	0
2024.04.10	04:00:00	1.08572	1.08588	1.08505	1.08524	3560	0	0
2024.04.10	08:00:00	1.08524	1.08605	1.08479	1.08604	5640	0	0
2024.04.10	12:00:00	1.08604	1.08664	1.07783	1.07807	9894	0	0
2024.04.10	16:00:00	1.07807	1.07812	1.07287	1.07361	15951	0	0
2024.04.10	20:00:00	1.07361	1.07543	1.07290	1.07416	10759	0	0
2024.04.11	00:00:00	1.07415	1.07458	1.07381	1.07424	3436	0	0
2024.04.11	04:00:00	1.07424	1.07489	1.07411	1.07462	3607	0	0
2024.04.11	08:00:00	1.07462	1.07499	1.07266	1.07405	7928	0	0
2024.04.11	12:00:00	1.07404	1.07469	1.07148	1.07414	12338	0	0
2024.04.11	16:00:00	1.07414	1.07563	1.06992	1.07175	15872	0	0
2024.04.11	20:00:00	1.07175	1.07345	1.07152	1.07252	6913	0	0
2024.04.12	00:00:00	1.07251	1.07289	1.07207	1.07259	1904	0	0
2024.04.12	04:00:00	1.07259	1.07282	1.07107	1.07113	3490	0	0
2024.04.12	08:00:00	1.07113	1.07140	1.06709	1.06710	8772	0	0
2024.04.12	12:00:00	1.06711	1.06749	1.06313	1.06382	10133	0	0
2024.04.12	16:00:00	1.06385	1.06508	1.06225	1.06418	14882	0	0
2024.04.12	20:00:00	1.06418	1.06505	1.06367	1.06406	6933	0	0
2024.04.15	00:00:00	1.06360	1.06508	1.06278	1.06455	4854	0	0
2024.04.15	04:00:00	1.06455	1.06547	1.06391	1.06524	4896	0	0
2024.04.15	08:00:00	1.06524	1.06648	1.06500	1.06563	9880	0	0
2024.04.15	12:00:00	1.06563	1.06651	1.06310	1.06470	10308	0	0
2024.04.15	16:00:00	1.06471	1.06607	1.06219	1.06360	13853	0	0
2024.04.15	20:00:00	1.06360	1.06395	1.06203	1.06237	8278	0	0
2024.04.16	00:00:00	1.06234	1.06284	1.06178	1.06184	2770	0	0
2024.04.16	04:00:00	1.06184	1.06192	1.06062	1.06140	4864	0	0
2024.04.16	08:00:00	1.06140	1.06247	1.06023	1.06158	9895	0	0
2024.04.16	12:00:00	1.06159	1.06536	1.06159	1.06389	10268	0	0
2024.04.16	16:00:00	1.06389	1.06448	1.06187	1.06249	16229	0	0
2024.04.16	20:00:00	1.06250	1.06348	1.06011	1.06181	12260	0	0
2024.04.17	00:00:00	1.06180	1.06252	1.06119	1.06222	3268	0	0
2024.04.17	04:00:00	1.06222	1.06356	1.06203	1.06249	4214	0	0
2024.04.17	08:00:00	1.06249	1.06487	1.06061	1.06406	9973	0	0
2024.04.17	12:00:00	1.06404	1.06491	1.06314	1.06348	9869	0	0
2024.04.17	16:00:00	1.06348	1.06562	1.06299	1.06497	14946	0	0
2024.04.17	20:00:00	1.06497	1.06796	1.06479	1.06720	8780	0	0
2024.04.18	00:00:00	1.06702	1.06742	1.06642	1.06699	2545	0	0
2024.04.18	04:00:00	1.06699	1.06802	1.06644	1.06783	3767	0	0
2024.04.18	08:00:00	1.06782	1.06900	1.06748	1.06784	8197	0	0
2024.04.18	12:00:00	1.06785	1.06812	1.06598	1.06628	8901	0	0
2024.04.18	16:00:00	1.06629	1.06684	1.06464	1.06532	16589	0	0
2024.04.18	20:00:00	1.06532	1.06547	1.06408	1.06425	8751	0	0
2024.04.19	00:00:00	1.06424	1.06447	1.06360	1.06386	3319	0	0
2024.04.19	04:00:00	1.06386	1.06432	1.06104	1.06347	20729	0	0
2024.04.19	08:00:00	1.06347	1.06593	1.06270	1.06454	17227	0	0
2024.04.19	12:00:00	1.06457	1.06736	1.06429	1.06654	8353	0	0
2024.04.19	16:00:00	1.06649	1.06775	1.06402	1.06535	10826	0	0
2024.04.19	20:00:00	1.06533	1.06584	1.06465	1.06557	5722	0	0
2024.04.22	00:00:00	1.06526	1.06648	1.06478	1.06533	3387	0	0
2024.04.22	04:00:00	1.06533	1.06706	1.06533	1.06653	4096	0	0
2024.04.22	08:00:00	1.06654	1.06692	1.06474	1.06568	6808	0	0
2024.04.22	12:00:00	1.06568	1.06618	1.06308	1.06396	6981	0	0
2024.04.22	16:00:00	1.06396	1.06508	1.06240	1.06487	7607	0	0
2024.04.22	20:00:00	1.06487	1.06607	1.06481	1.06539	3821	0	0
2024.04.23	00:00:00	1.06521	1.06593	1.06496	1.06587	1684	0	0
2024.04.23	04:00:00	1.06587	1.06605	1.06534	1.06550	2973	0	0
2024.04.23	08:00:00	1.06549	1.06949	1.06385	1.06707	7409	0	0
2024.04.23	12:00:00	1.06706	1.06780	1.06532	1.06721	7098	0	0
2024.04.23	16:00:00	1.06720	1.07112	1.06600	1.06999	10442	0	0
2024.04.23	20:00:00	1.06999	1.07077	1.06993	1.07006	3798	0	0
2024.04.24	00:00:00	1.07006	1.07106	1.06991	1.07095	1858	0	0
2024.04.24	04:00:00	1.07095	1.07141	1.07042	1.07052	3409	0	0
2024.04.24	08:00:00	1.07052	1.07056	1.06807	1.06831	5681	0	0
2024.04.24	12:00:00	1.06833	1.06931	1.06779	1.06867	6137	0	0
2024.04.24	16:00:00	1.06867	1.07024	1.06810	1.06905	8265	0	0
2024.04.24	20:00:00	1.06904	1.07069	1.06870	1.06980	4435	0	0
2024.04.25	00:00:00	1.06982	1.07045	1.06884	1.07032	1778	0	0
2024.04.25	04:00:00	1.07033	1.07099	1.06969	1.07090	2824	0	0
2024.04.25	08:00:00	1.07090	1.07287	1.07076	1.07257	5773	0	0
2024.04.25	12:00:00	1.07257	1.07402	1.06854	1.06919	7338	0	0
2024.04.25	16:00:00	1.06927	1.07351	1.06784	1.07311	11483	0	0
2024.04.25	20:00:00	1.07311	1.07387	1.07228	1.07290	5712	0	0
2024.04.26	00:00:00	1.07283	1.07301	1.07227	1.07272	1735	0	0
2024.04.26	04:00:00	1.07273	1.07291	1.07185	1.07224	3165	0	0
2024.04.26	08:00:00	1.07224	1.07527	1.07214	1.07409	7025	0	0
2024.04.26	12:00:00	1.07409	1.07432	1.07102	1.07163	8176	0	0
2024.04.26	16:00:00	1.07165	1.07237	1.06740	1.06945	9851	0	0
2024.04.26	20:00:00	1.06945	1.07070	1.06904	1.06922	3405	0	0
2024.04.29	00:00:00	1.06940	1.07110	1.06865	1.07097	2398	0	0
2024.04.29	04:00:00	1.07097	1.07334	1.07074	1.07289	5943	0	0
2024.04.29	08:00:00	1.07289	1.07337	1.07013	1.07045	10027	0	0
2024.04.29	12:00:00	1.07044	1.07271	1.06972	1.07033	7020	0	0
2024.04.29	16:00:00	1.07032	1.07289	1.06901	1.07259	8156	0	0
2024.04.29	20:00:00	1.07259	1.07295	1.07150	1.07200	4760	0	0
2024.04.30	00:00:00	1.07197	1.07221	1.07101	1.07150	2342	0	0
2024.04.30	04:00:00	1.07149	1.07178	1.07023	1.07055	2817	0	0
2024.04.30	08:00:00	1.07055	1.07121	1.06900	1.07107	6040	0	0
2024.04.30	12:00:00	1.07112	1.07353	1.06898	1.07002	8167	0	0
2024.04.30	16:00:00	1.07010	1.07196	1.06758	1.06788	11920	0	0
2024.04.30	20:00:00	1.06790	1.06830	1.06630	1.06655	5070	0	0
2024.05.01	00:00:00	1.06650	1.06716	1.06580	1.06615	2246	0	0
2024.05.01	04:00:00	1.06615	1.06631	1.06549	1.06558	1981	0	0
2024.05.01	08:00:00	1.06557	1.06705	1.06494	1.06694	4352	0	0
2024.05.01	12:00:00	1.06697	1.06848	1.06667	1.06842	5303	0	0
2024.05.01	16:00:00	1.06841	1.06924	1.06707	1.06714	7868	0	0
2024.05.01	20:00:00	1.06717	1.07327	1.06706	1.07089	12602	0	0
2024.05.02	00:00:00	1.07096	1.07195	1.06930	1.07117	3259	0	0
2024.05.02	04:00:00	1.07116	1.07208	1.07069	1.07176	3390	0	0
2024.05.02	08:00:00	1.07177	1.07281	1.07000	1.07042	7797	0	0
2024.05.02	12:00:00	1.07041	1.07121	1.06935	1.07011	8121	0	0
2024.05.02	16:00:00	1.07014	1.07215	1.06742	1.07166	11044	0	0
2024.05.02	20:00:00	1.07167	1.07302	1.07139	1.07245	5221	0	0
2024.05.03	00:00:00	1.07220	1.07315	1.07192	1.07314	2311	0	0
2024.05.03	04:00:00	1.07314	1.07394	1.07308	1.07322	2955	0	0
2024.05.03	08:00:00	1.07323	1.07441	1.07244	1.07425	6039	0	0
2024.05.03	12:00:00	1.07422	1.08120	1.07387	1.07937	7965	0	0
2024.05.03	16:00:00	1.07928	1.07985	1.07514	1.07635	13800	0	0
2024.05.03	20:00:00	1.07634	1.07693	1.07591	1.07611	3886	0	0
2024.05.06	00:00:00	1.07630	1.07688	1.07552	1.07674	2384	0	0
2024.05.06	04:00:00	1.07674	1.07715	1.07622	1.07628	3543	0	0
2024.05.06	08:00:00	1.07627	1.07761	1.07577	1.07684	5678	0	0
2024.05.06	12:00:00	1.07685	1.07908	1.07661	1.07874	5595	0	0
2024.05.06	16:00:00	1.07874	1.07888	1.07712	1.07742	6051	0	0
2024.05.06	20:00:00	1.07742	1.07764	1.07658	1.07676	3082	0	0
2024.05.07	00:00:00	1.07678	1.07760	1.07628	1.07749	2336	0	0
2024.05.07	04:00:00	1.07749	1.07767	1.07606	1.07657	3804	0	0
2024.05.07	08:00:00	1.07657	1.07695	1.07541	1.07637	6394	0	0
2024.05.07	12:00:00	1.07636	1.07791	1.07552	1.07755	6211	0	0
2024.05.07	16:00:00	1.07757	1.07874	1.07660	1.07703	7795	0	0
2024.05.07	20:00:00	1.07705	1.07707	1.07479	1.07538	4225	0	0
2024.05.08	00:00:00	1.07534	1.07552	1.07469	1.07480	2027	0	0
2024.05.08	04:00:00	1.07480	1.07488	1.07381	1.07412	3322	0	0
2024.05.08	08:00:00	1.07412	1.07490	1.07350	1.07441	5245	0	0
2024.05.08	12:00:00	1.07441	1.07538	1.07399	1.07489	5664	0	0
2024.05.08	16:00:00	1.07489	1.07574	1.07441	1.07457	6712	0	0
2024.05.08	20:00:00	1.07457	1.07480	1.07410	1.07476	3154	0	0
2024.05.09	00:00:00	1.07476	1.07501	1.07397	1.07432	1742	0	0
2024.05.09	04:00:00	1.07432	1.07514	1.07422	1.07452	2932	0	0
2024.05.09	08:00:00	1.07453	1.07464	1.07261	1.07280	4811	0	0
2024.05.09	12:00:00	1.07281	1.07623	1.07239	1.07594	7549	0	0
2024.05.09	16:00:00	1.07594	1.07816	1.07505	1.07758	8230	0	0
2024.05.09	20:00:00	1.07758	1.07843	1.07736	1.07816	4040	0	0
2024.05.10	00:00:00	1.07812	1.07855	1.07764	1.07792	1727	0	0
2024.05.10	04:00:00	1.07792	1.07825	1.07731	1.07739	3093	0	0
2024.05.10	08:00:00	1.07739	1.07866	1.07715	1.07806	6427	0	0
2024.05.10	12:00:00	1.07810	1.07860	1.07662	1.07700	6407	0	0
2024.05.10	16:00:00	1.07700	1.07901	1.07603	1.07759	8653	0	0
2024.05.10	20:00:00	1.07759	1.07773	1.07680	1.07694	3139	0	0
2024.05.13	00:00:00	1.07686	1.07752	1.07648	1.07692	2234	0	0
2024.05.13	04:00:00	1.07692	1.07731	1.07658	1.07696	3211	0	0
2024.05.13	08:00:00	1.07696	1.07845	1.07687	1.07836	5107	0	0
2024.05.13	12:00:00	1.07836	1.07996	1.07772	1.07981	5199	0	0
2024.05.13	16:00:00	1.07982	1.08068	1.07893	1.07935	6508	0	0
